OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh16;3;P6PRRRRR6V2G8P3A1;2;02.02.2020 17:09:50;02.02.2020 18:55:39;6348.655242;371.653586542817;40.4157996328976;6.35704161100698;371.868515244258;66.1086848312862;332.337989981372;57.5267505313141;100.913488113037;24.4618191199547;96.559028375566;0.0001848314270195;5410.33533163437;0.127770051574397;630;2470;6319.457062
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh16;4;P6PRRRRR6G8P3A1;2;02.02.2020 17:09:50;02.02.2020 18:55:30;6340.312823;449.189483709376;61.0489711393073;9.61905348917155;449.906228875077;85.3825977018892;655.263068789348;166.254880739991;146.820056365688;109.512852462689;97.5044314061135;0.000254969408731875;3922.03913784652;0.324472649422257;103;2997;6315.89565100001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh17;1;P6RRRRRR10V3G1P1A1;2;02.02.2020 19:06:50;02.02.2020 20:26:09;4758.815209;357.61083202221;56.6519048750223;8.92242499521284;370.095900063595;65.709288228565;300.03199296663;50.9588752414366;88.4985266848821;16.4169108458248;97.5196524092852;0.00025653566366184;3898.09348815601;0.277662210026581;66;3034;4728.55364999999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh17;2;P6RRRRRR10G1P1A1;2;02.02.2020 19:06:50;02.02.2020 20:53:36;6405.751864;434.438935968739;83.5789148537367;13.2044962202606;442.12324309107;83.290522049579;310.457192877795;53.0392581095904;86.4397821941957;15.3696999090116;99.450464112844;0.00115843928490343;863.23039371318;0.303605159206295;108;2992;6382.11583700002
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh17;3;P6PRRRRR6V2G8P3A1;2;02.02.2020 19:06:50;02.02.2020 20:36:46;5395.578535;395.007569452792;45.4704671095591;7.15465492132884;394.309884519413;71.2974209336083;319.633660621187;54.9005527838728;96.4412524885705;21.1826624273094;98.2272757485286;0.000359026633574361;2785.30868321467;0.126536502713547;330;2770;5364.33059000001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh17;4;P6PRRRRR6G8P3A1;2;02.02.2020 19:06:50;02.02.2020 20:42:26;5735.656607;443.798629313413;56.2606642096818;8.86048319520897;442.566173197592;83.4084322443173;444.806253976418;84.006857623707;104.316663706038;27.2991153544362;99.3506144074013;0.000980307692722621;1020.0878840629;0.402779925072043;206;2894;5710.20819499999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh18;1;P6RRRRRR10V3G1P1A1;2;02.02.2020 21:04:33;02.02.2020 22:41:39;5826.470405;376.108631880699;82.0307209186729;12.9571452022148;406.54433258239;74.2367434825915;215.999982976808;35.2940462813127;76.9743281165114;11.3597172428241;99.0401080958704;0.00066317001414531;1507.90895045035;0.266635942118134;163;2937;5801.322073
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh18;2;P6RRRRRR10G1P1A1;2;02.02.2020 21:04:33;02.02.2020 22:22:13;4660.222066;537.580779024822;93.7723012406502;14.8371789231738;543.283690784965;114.614109215802;524.360021667307;107.961454702436;101.371884160737;24.8258174318532;98.9260061627354;0.000592703006261111;1687.18563839958;0.606619883061347;21;3079;4634.60593599999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh18;3;P6PRRRRR6V2G8P3A1;2;02.02.2020 21:04:33;02.02.2020 23:00:54;6980.826039;365.912249109139;39.0235829805699;6.13749913674878;365.185104259172;64.6103883017185;480.371054371564;94.0159937696442;117.840822952905;42.3068195896733;96.9792278359919;0.000210589173509013;4748.58219602254;0.173779818162024;735;2365;6950.79307200001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh18;4;P6PRRRRR6G8P3A1;2;02.02.2020 21:04:33;02.02.2020 22:39:01;5668.209837;449.611878440406;60.2449640802994;9.49160722809705;450.935748975379;85.6625956704781;793.958858086236;298.112630573019;169.863475145266;236.694690343371;97.3202471056877;0.000237426267570428;4211.83388945526;0.767326993158183;102;2998;5643.317435
