OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum;MaxTiltAngle
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh1;2;P6RRRRRR10G1P1A1;2;13.02.2020 00:04:27;13.02.2020 01:50:30;6363.388479;516.91545320513;80.6907924344067;12.7431941375923;548.416812452438;116.497059148808;348.027888419389;60.8547767180327;133.46284632754;70.4838789517427;98.7732963458855;0.000518903630099467;1927.14011233322;0.594828770083881;49;3051;6334.763137;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh1;3;P6PRRRRR6V2G8P3A1;2;13.02.2020 00:04:27;13.02.2020 02:02:27;7080.580779;485.531483341574;52.7477717474898;8.30461336364835;485.202565874555;95.4560490954263;863.569865063413;459.461513472254;210.554363025054;960.057965142122;98.2645001874594;0.000366731274828534;2726.79225535797;0.893625816307549;264;2836;7052.39780099999;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh1;4;P6PRRRRR6G8P3A1;2;13.02.2020 00:04:27;13.02.2020 01:53:17;6530.757448;527.407597013499;70.0057201836384;11.0410122583913;546.117221457237;115.649173950441;725.92713627478;217.750287517491;164.543122357138;197.856997947475;98.4541216602271;0.000411736567223421;2428.73740057528;0.701687446837782;73;3027;6503.85791300001;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh2;1;P6RRRRRR10V3G1P1A1;2;13.02.2020 06:46:20;13.02.2020 08:10:32;5052.146243;410.31973026913;78.057102702109;12.3229962297503;452.261148430805;86.0242082516242;239.959102660981;39.5853698882504;86.5665587088336;15.4321853145081;99.4615400418671;0.00118226913905606;845.83109460035;0.330439362144842;132;2968;5024.08506799999;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh2;2;P6RRRRRR10G1P1A1;2;13.02.2020 06:46:20;13.02.2020 07:53:14;4014.047005;518.561825905978;78.778373139584;12.438029718844;522.085853030753;107.190827353087;511.218513036525;103.587998935133;146.484568087979;108.301883200626;99.2465782921495;0.000844931920161676;1183.52730692036;0.585208876038841;33;3067;3985.840101;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh2;3;P6PRRRRR6V2G8P3A1;2;13.02.2020 06:46:20;13.02.2020 08:53:35;7634.983947;456.105214627792;43.5903224497907;6.85787255633288;466.981057801017;90.1298659848187;815.35713595208;335.061855975448;109.555831647435;32.3360118865017;96.9764238504467;0.000210393585025352;4752.9966271524;0.780761699164315;660;2440;7602.781398;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh2;4;P6PRRRRR6G8P3A1;2;13.02.2020 06:46:20;13.02.2020 08:37:06;6646.345173;482.569003354383;48.291386391723;7.60017627946882;482.478082746954;94.6414592484154;469.568782484894;90.8692564503127;118.180689660439;42.7770176139539;98.0080884143646;0.000319498121550467;3129.9088556364;0.228815746187819;246;2854;6617.92567700001;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh3;1;P6RRRRRR10V3G1P1A1;2;13.02.2020 14:16:52;13.02.2020 16:13:02;6970.323622;452.678230917721;77.8228530144617;12.2856432988842;459.245229276946;87.9513698157459;332.838138532552;57.631360097447;99.0547634744565;23.0405459165816;99.0855653274931;0.000696141570369213;1436.48941905542;0.512582888884136;63;3037;6940.090964;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh3;2;P6RRRRRR10G1P1A1;2;13.02.2020 14:16:52;13.02.2020 15:52:03;5710.982742;566.493025549866;87.0151519860318;13.7540673558829;587.692924104448;132.187076262735;351.73445216899;61.6554642280942;109.945584892991;32.7465375148328;99.0862771535988;0.000696683966659683;1435.37105467576;0.613697374184689;24;3076;5672.668426;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh3;3;P6PRRRRR6V2G8P3A1;2;13.02.2020 14:16:52;13.02.2020 17:05:34;10122.237188;450.248644199642;43.0532298204171;6.77311434889186;455.676474254049;86.9620260466516;842.527803029991;395.995340879001;103.70924629532;26.7692306792328;97.6983846722151;0.000276476423998057;3616.94492983976;0.708561528997399;796;2304;10085.753487;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh3;4;P6PRRRRR6G8P3A1;2;13.02.2020 14:16:52;13.02.2020 16:10:24;6812.250086;516.372843992122;54.1548113812055;8.52719613017545;515.858740070813;105.110535064638;522.095170668214;107.193972684103;119.059493632456;44.0176449787826;95.4637173612746;0.000140101930117043;7137.66041027836;0.329903017771398;149;2951;6781.11642200001;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh4;1;P6RRRRRR10V3G1P1A1;2;13.02.2020 22:34:21;14.02.2020 00:30:52;6990.780616;438.174401639868;67.8764881006327;10.7025997835478;469.151906019629;90.7497741258048;437.516268675952;82.0721557993475;148.193647122214;114.617074339035;98.2196087700574;0.00035747973986809;2797.36132841822;0.708459889822152;276;2824;6960.12915399999;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh4;2;P6RRRRRR10G1P1A1;2;13.02.2020 22:34:21;13.02.2020 23:45:49;4288.452311;538.965060707131;81.0998926472003;12.8085043389379;535.068385169371;111.671811230755;278.09644561284;46.6917206425496;144.342771969698;100.886847168694;98.7997405791414;0.000530338965636023;1885.58651126214;0.581020298024209;16;3084;4258.49672800001;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh4;3;P6PRRRRR6V2G8P3A1;2;13.02.2020 22:34:21;14.02.2020 01:19:44;9922.748818;471.018360494671;49.9613755360226;7.86406601552019;483.025745171446;94.8046728712868;979.690135942655;3133.47138293499;134.111877300212;72.0025563578802;96.3964201082583;0.000176474425964543;5666.54343559625;5.33042767985143;835;2265;9886.96483399997;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh4;4;P6PRRRRR6G8P3A1;2;13.02.2020 22:34:21;14.02.2020 00:26:33;6732.458893;545.536519002236;60.9898296956799;9.60967770063015;545.446344532866;115.403148203703;522.68607823844;107.393645694706;118.882499588866;43.764865582632;99.2331962309911;0.000830184997540909;1204.55079646356;0.448782474055253;202;2898;6697.03762399999;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh5;1;P6RRRRRR10V3G1P1A1;2;14.02.2020 06:45:29;14.02.2020 08:20:41;5711.563769;451.47055597936;65.9183647800605;10.391596680907;467.748398538039;90.3485514427085;546.066323778212;115.630487606738;150.291470179412;122.886458924765;98.4004424883855;0.000397913669843209;2513.10793216537;0.627451801085858;70;3030;5681.606257;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh5;2;P6RRRRRR10G1P1A1;2;14.02.2020 06:45:29;14.02.2020 08:13:35;5286.061848;560.81150414169;87.4197647657613;13.818831777556;557.186123051212;119.797161518966;692.330148259649;190.550415105109;123.989294498102;51.6892162773208;99.3629937986356;0.000999360013188916;1000.6403966565;0.94145171428674;21;3079;5256.18997;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh5;3;P6PRRRRR6V2G8P3A1;2;14.02.2020 06:45:29;14.02.2020 08:41:06;6936.270838;478.519247200526;47.5041738804949;7.4758185864054;479.486065113014;93.7544472568344;703.661268780358;199.083282076915;136.989671293655;79.14932677028;95.8293934394735;0.000152425973748807;6560.56166416866;0.695297975795604;456;2644;6903.725737;0.460356614106352
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh5;4;P6PRRRRR6G8P3A1;2;14.02.2020 06:45:29;14.02.2020 08:46:44;7274.946155;475.906202627196;46.0864178622084;7.25191027342423;475.655047402597;92.6300487194353;673.876152556882;177.825765876243;130.679521707932;64.332770495275;97.1227070788807;0.00022110582865535;4522.72111541101;0.639416268858991;213;2887;7245.248024;0.460356614106352
